Transect,Recipient,Plant_ID,F?,10-Mar,16-Mar,24-Mar,31-Mar,7-Apr,14-Apr,20-Apr,26-Apr,4-May,11-May,20-May,24-May,SLA,flr_P,Sterile,Recipient,Plant_ID,F?,10-Mar,16-Mar,24-Mar,31-Mar,7-Apr,14-Apr,20-Apr,26-Apr,4-May,11-May,20-May,24-May,SLA,flr_P,Sterile
8,HR_176,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_176,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
8,HR_176,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,2022-04-27,,2022-05-11,,,,,,HR_176,6,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
8,HR_176,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,2022-05-11,,,2022-05-19,,,HR_176,7,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-03-16,
8,HR_176,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_176,8,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,
8,HR_64,1,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-31,,HR_64,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,2022-05-19,,
8,HR_64,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,2022-05-19,,,HR_64,6,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,2022-05-05,,,,,,
8,HR_64,3,F,,,2022-03-24,2022-03-31,2022-04-07,,,2022-04-27,,,,,,2022-03-31,,HR_64,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
8,HR_64,4,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-16,,HR_64,8,F,,2022-03-16,2022-03-24,2022-03-31,,,,,,,,,,2022-03-16,
8,HR_6,1,F,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-31,,HR_6,5,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,
8,HR_6,2,,,,2022-03-24,2022-03-31,2022-04-07,,,,2022-05-05,,,,,,,HR_6,6,,,,,2022-03-31,2022-04-07,,,,G,,,,,,
8,HR_6,3,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,2022-05-19,,,HR_6,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,,
8,HR_6,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_6,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,2022-03-24,
8,HR_115,1,,,2022-03-16,2022-03-24,2022-03-31,,,,,G,,,,,2022-03-16,,HR_115,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
8,HR_115,2,,,,2022-03-24,2022-03-31,,2022-04-14,,,G,,,,,2022-03-31,,HR_115,6,F,,,2022-03-24,2022-03-31,,2022-04-14,,2022-04-27,2022-05-05,,,,,2022-04-07,
8,HR_115,3,,,2022-03-16,2022-03-24,2022-03-31,,,,,,,,,2022-05-19,2022-03-16,,HR_115,7,,,,,,,,,,G,,,,,,
8,HR_115,4,,,,2022-03-24,2022-03-31,,,,,G,,,,,,,HR_115,8,,,,,,,,,,G,,,,,,
8,HR_83,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,,,HR_83,5,F,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-16,
8,HR_83,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,,,HR_83,6,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-16,
8,HR_83,3,,,,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,,,HR_83,7,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-03-16,
8,HR_83,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_83,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-19,,
8,HR_166,1,,,,,2022-03-31,2022-04-07,,,,G,,,,,,,HR_166,5,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,2022-03-16,
8,HR_166,2,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,,HR_166,6,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,
8,HR_166,3,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,,HR_166,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
8,HR_166,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,,,HR_166,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-19,,
8,HR_88,1,,,,,,,,,,G,,,,,,,HR_88,5,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,
8,HR_88,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_88,6,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-16,
8,HR_88,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-19,,,HR_88,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
8,HR_88,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,2022-04-27,,,,,,,,HR_88,8,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-16,
8,HR_168,1,,,,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,,,HR_168,5,,,2022-03-16,,2022-03-31,2022-04-07,,2022-04-20,,,,,,,,
8,HR_168,2,F,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,2022-04-20,,,2022-05-11,2022-05-20,,,2022-03-16,,HR_168,6,,2022-03-10,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,2022-05-11,,,2022-05-19,2022-03-10,
8,HR_168,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_168,7,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,2022-05-05,2022-05-11,,,,,
8,HR_168,4,,,,,,,,,,,,,,,,,HR_168,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
8,HR_68,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,,,HR_68,5,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,2022-05-19,,
8,HR_68,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,,,HR_68,6,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,2022-03-31,
8,HR_68,3,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,2022-03-16,,HR_68,7,F,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-04-14,
8,HR_68,4,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,,,HR_68,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
8,HR_181,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_181,5,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,,
8,HR_181,2,,,,,,,,,,,,,,,,,HR_181,6,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,2022-05-05,,2022-05-20,,,2022-03-24,
8,HR_181,3,,,2022-03-16,,2022-03-31,2022-04-07,2022-04-14,,,,,,,2022-05-19,2022-03-16,,HR_181,7,,,,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,,
8,HR_181,4,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_181,8,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,,
8,HR_34,1,F,,,2022-03-24,,,,,,G,,,,,,,HR_34,5,,,,,,,,,,G,,,,,,
8,HR_34,2,,,,,,,,,,G,,,,,,,HR_34,6,F,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,
8,HR_34,3,,,,,,,,,,G,,,,,,,HR_34,7,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,2022-05-19,,
8,HR_34,4,,,2022-03-16,2022-03-24,,,,,,G,,,,,2022-03-16,,HR_34,8,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,2022-03-16,
8,HR_18,1,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,,,HR_18,5,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-19,,
8,HR_18,2,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,,,HR_18,6,F,2022-03-10,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-10,
8,HR_18,3,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,,,HR_18,7,,,2022-03-16,2022-03-24,,,,,,G,,,,,,
8,HR_18,4,,,2022-03-16,2022-03-24,2022-03-31,,2022-04-14,,,,,,,,,,HR_18,8,,2022-03-10,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-10,
8,HR_20,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_20,5,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,2022-03-16,
8,HR_20,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_20,6,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,
8,HR_20,3,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,,,HR_20,7,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,2022-03-31,
8,HR_20,4,,,,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,,,HR_20,8,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,2022-05-19,2022-03-16,
8,HR_116,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,2022-05-11,,,,,,HR_116,5,,,2022-03-16,2022-03-24,2022-03-31,,,,,G,,,,,,
8,HR_116,2,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,,,HR_116,6,,2022-03-10,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,2022-05-11,,,2022-05-19,2022-03-10,
8,HR_116,3,,,2022-03-16,2022-03-24,2022-03-31,,,,,G,,,,,2022-03-16,,HR_116,7,F,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,2022-03-31,
8,HR_116,4,,,2022-03-16,2022-03-24,2022-03-31,,,,,G,,,,,,,HR_116,8,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,
8,HR_14,1,F,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-24,,HR_14,5,,,,,,,,,,,,,,,,
8,HR_14,2,,,,2022-03-24,2022-03-31,,2022-04-14,,,,,,,2022-05-19,,,HR_14,6,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-16,
8,HR_14,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_14,7,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-16,
8,HR_14,4,,,,,,,,,,,,,,,,,HR_14,8,,,,,,,,,,,,,,,,
8,HR_40,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-19,,,HR_40,5,,,,,,,,,,,,,,,,
8,HR_40,2,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-04-07,,HR_40,6,,,,,,,,,,,,,,,,
8,HR_40,3,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,,HR_40,7,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-19,,
8,HR_40,4,F,,2022-03-16,2022-03-24,2022-03-31,,,,,,,,,,2022-03-16,,HR_40,8,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,
8,HR_71,1,F,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-24,,HR_71,5,F,,,2022-03-24,,2022-04-07,2022-04-14,,,,,,,,2022-03-31,
8,HR_71,2,,,,,2022-03-31,,,,,,,,,,,,HR_71,6,,,,,,,,,,,,,,,,
8,HR_71,3,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-24,,HR_71,7,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,2022-05-19,2022-03-16,
8,HR_71,4,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,2022-05-19,2022-03-16,,HR_71,8,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
8,HR_79,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,2022-05-19,,,HR_79,5,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,2022-05-11,,,,,
8,HR_79,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_79,6,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,
8,HR_79,3,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_79,7,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
8,HR_79,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_79,8,F,,2022-03-16,,2022-03-31,,,,,,,,,,2022-03-16,
9,HR_193,1,F,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,2022-05-11,,,,2022-03-16,,HR_193,5,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,2022-04-20,2022-04-27,,,,,,,
9,HR_193,2,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,2022-05-11,,,2022-05-20,,,HR_193,6,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,2022-04-27,,,,,,,
9,HR_193,3,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,2022-05-11,,,,,,HR_193,7,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,2022-04-27,,,,,,,
9,HR_193,4,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,2022-05-11,,,,,,HR_193,8,,2022-03-10,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,2022-05-05,,,,,2022-03-10,
9,HR_16,1,,,,2022-03-24,2022-03-31,2022-04-07,,,2022-04-27,,,,,,,,HR_16,5,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,,
9,HR_16,2,F,,,2022-03-24,2022-03-31,2022-04-07,,2022-04-20,,,,,,,2022-03-24,,HR_16,6,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,,
9,HR_16,3,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,G,,,,,,,HR_16,7,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,2022-04-27,G,,,,,,
9,HR_16,4,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,2022-04-20,2022-04-27,G,,,,,,,HR_16,8,,2022-03-10,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,2022-05-20,2022-03-10,
9,HR_190,1,,,,2022-03-24,2022-03-31,,,,,G,,,,,,,HR_190,5,,2022-03-10,2022-03-16,2022-03-24,2022-03-31,,,,,G,,,,,,
9,HR_190,2,,,2022-03-16,2022-03-24,2022-03-31,,,,,G,,,,,,,HR_190,6,,,2022-03-16,2022-03-24,2022-03-31,,,,,G,,,,,,
9,HR_190,3,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,,,HR_190,7,F,,2022-03-16,2022-03-24,2022-03-31,,,,,,,,,,2022-03-24,
9,HR_190,4,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,2022-05-20,,,HR_190,8,,,,,,,,,,G,,,,,,
9,HR_4,1,,,,,,,,,,,,,,,,,HR_4,5,,,2022-03-16,2022-03-24,2022-03-31,,,,,G,,,,,,
9,HR_4,2,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,2022-05-20,,,HR_4,6,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,2022-04-20,,G,,,,,,
9,HR_4,3,,,,,,,,,,,,,,,,,HR_4,7,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,
9,HR_4,4,F,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-16,,HR_4,8,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,
9,HR_113,1,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_113,5,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,
9,HR_113,2,,,,2022-03-24,2022-03-31,2022-04-07,,,2022-04-27,,,,,,,,HR_113,6,,,,2022-03-24,2022-03-31,,,,,,,,,,,
9,HR_113,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-20,,,HR_113,7,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-16,
9,HR_113,4,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-24,,HR_113,8,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-16,
9,HR_9,1,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,G,,2022-05-20,,,HR_9,5,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,G,,,,
9,HR_9,2,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,G,,,,,HR_9,6,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,G,,,,
9,HR_9,3,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,G,,,2022-03-16,,HR_9,7,F,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-24,
9,HR_9,4,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,G,,,,,HR_9,8,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,
9,HR_103,1,F,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,G,,,2022-03-16,,HR_103,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
9,HR_103,2,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,,HR_103,6,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-20,,
9,HR_103,3,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,,HR_103,7,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,
9,HR_103,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_103,8,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
9,HR_73,1,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,G,,,,,,HR_73,5,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,
9,HR_73,2,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,G,,,,,,HR_73,6,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
9,HR_73,3,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,,HR_73,7,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,2022-05-20,,
9,HR_73,4,F,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-16,,HR_73,8,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
9,HR_149,1,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-31,,HR_149,5,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,
9,HR_149,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-20,,,HR_149,6,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-24,
9,HR_149,3,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-16,,HR_149,7,F,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-16,
9,HR_149,4,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,,HR_149,8,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,2022-05-20,2022-03-16,
9,HR_21,1,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,,HR_21,5,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-16,
9,HR_21,2,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,,HR_21,6,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,2022-05-20,,
9,HR_21,3,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,,HR_21,7,,,,,2022-03-31,,,,,,,,,,,
9,HR_21,4,,,,,2022-03-31,,,,,,,,,,,,HR_21,8,F,,,2022-03-24,2022-03-31,2022-04-07,,2022-04-20,,,,,,,2022-03-24,
9,HR_86,1,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,,HR_86,5,,,,2022-03-24,2022-03-31,,,,,,,,,,,
9,HR_86,2,,,,2022-03-24,2022-03-31,,,,,G,,,,,,,HR_86,6,,,,2022-03-24,2022-03-31,,,,,G,,,,2022-05-20,,
9,HR_86,3,F,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-16,,HR_86,7,,,,2022-03-24,,,,,,,,,,,,
9,HR_86,4,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,,HR_86,8,,,,,2022-03-31,2022-04-07,,,,,,,,,,
9,HR_105,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,G,,,,,,,,,HR_105,5,F,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-24,
9,HR_105,2,,,,2022-03-24,2022-03-31,2022-04-07,,G,,,,,,,,,HR_105,6,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-20,,
9,HR_105,3,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,,HR_105,7,,,,2022-03-24,2022-03-31,2022-04-07,,2022-04-20,2022-04-27,,,,,,,
9,HR_105,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_105,8,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,
9,HR_108,1,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-03-24,,HR_108,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-20,,
9,HR_108,2,,,,,,,,G,,,,,,,,,HR_108,6,,,2022-03-16,2022-03-24,2022-03-31,,,2022-04-20,,,,,,,,
9,HR_108,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_108,7,,,2022-03-16,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-16,
9,HR_108,4,,,,,2022-03-31,2022-04-07,,,,,,,,,,,HR_108,8,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-16,
9,HR_85,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,,HR_85,5,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-20,,
9,HR_85,2,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,,HR_85,6,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
9,HR_85,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_85,7,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
9,HR_85,4,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-16,,HR_85,8,F,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-24,
9,HR_197,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,2022-05-11,,,2022-05-20,,,HR_197,5,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,
9,HR_197,2,,,,2022-03-24,2022-03-31,2022-04-07,,2022-04-20,,,,,,,,,HR_197,6,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
9,HR_197,3,,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,,,HR_197,7,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-16,
9,HR_197,4,F,,,2022-03-24,2022-03-31,2022-04-07,,,,,,,,,2022-03-24,,HR_197,8,,,2022-03-16,2022-03-24,2022-03-31,2022-04-07,,2022-04-20,,,,,,,2022-03-16,
9,HR_146,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,,HR_146,5,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-24,
9,HR_146,2,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,2022-03-24,,HR_146,6,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-24,
