Sequence,Location,position,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,Notes
257,86,L,G1,BB_027,2,,,,,,,,,,,
257,86,L,G1,BB_027,3,,,,,,,,,,,
257,86,L,G1,BB_027,4,,,,,,,,,,,
257,86,L,G1,BB_027,5,,,,,,,,,,,
257,86,R,G1,BB_150,1,,,,,,,,,,,
257,86,R,G1,BB_150,2,,,,,,,,,,,
257,86,R,G1,BB_150,3,,,,,,,,,,,
257,86,R,G1,BB_150,4,,,,,,,,,,,
257,86,R,G1,BB_150,5,,,,,,,,,,,
258,86,L,G1,BB_083,1,,,,,,,,,,,
258,86,L,G1,BB_083,2,,,,,,,,,,,
258,86,L,G1,BB_083,3,,,,,,,,,,,
258,86,L,G1,BB_083,4,,,,,,,,,,,
258,86,L,G1,BB_083,5,,,,,,,,,,,
258,86,R,G1,BB_070,1,,,,,,,,,,,
258,86,R,G1,BB_070,2,,,,,,,,,,,
258,86,R,G1,BB_070,3,,,,,,,,,,,
258,86,R,G1,BB_070,4,,,,,,,,,,,
258,86,R,G1,BB_070,5,,,,,,,,,,,
259,87,L,G2,BB_164,1,,,,,,,,,,,
259,87,L,G2,BB_164,2,,,,,,,,,,,
259,87,L,G2,BB_164,3,,,,,,,,,,,
259,87,L,G2,BB_164,4,,,,,,,,,,,
259,87,L,G2,BB_164,5,,,,,,,,,,,
259,87,R,G1,BB_138,1,,,,,,,,,,,
259,87,R,G1,BB_138,2,,,,,,,,,,,
259,87,R,G1,BB_138,3,,,,,,,,,,,
259,87,R,G1,BB_138,4,,,,,,,,,,,
259,87,R,G1,BB_138,5,,,,,,,,,,,
260,87,L,G1,BB_214,1,,,,,,,,,,,
260,87,L,G1,BB_214,2,,,,,,,,,,,
260,87,L,G1,BB_214,3,,,,,,,,,,,
260,87,L,G1,BB_214,4,,,,,,,,,,,
260,87,L,G1,BB_214,5,,,,,,,,,,,
260,87,R,G1,BB_133,1,,,,,,,,,,,
260,87,R,G1,BB_133,2,,,,,,,,,,,
260,87,R,G1,BB_133,3,,,,,,,,,,,
260,87,R,G1,BB_133,4,,,,,,,,,,,
260,87,R,G1,BB_133,5,,,,,,,,,,,
261,87,L,G2,BB_054,1,,,,,,,,,,,
261,87,L,G2,BB_054,2,,,,,,,,,,,
261,87,L,G2,BB_054,3,,,,,,,,,,,
261,87,L,G2,BB_054,4,,,,,,,,,,,
261,87,L,G2,BB_054,5,,,,,,,,,,,
261,87,R,G1,BB_123,1,,,,,,,,,,,
261,87,R,G1,BB_123,2,,,,,,,,,,,
261,87,R,G1,BB_123,3,,,,,,,,,,,
261,87,R,G1,BB_123,4,,,,,,,,,,,
261,87,R,G1,BB_123,5,,,,,,,,,,,
262,88,L,G2,BB_214,1,,,,,,,,,,,
262,88,L,G2,BB_214,2,,,,,,,,,,,
262,88,L,G2,BB_214,3,,,,,,,,,,,
262,88,L,G2,BB_214,4,,,,,,,,,,,
262,88,L,G2,BB_214,5,,,,,,,,,,,
262,88,R,G1,BB_132,1,,,,,,,,,,,
262,88,R,G1,BB_132,2,,,,,,,,,,,
262,88,R,G1,BB_132,3,,,,,,,,,,,
262,88,R,G1,BB_132,4,,,,,,,,,,,
262,88,R,G1,BB_132,5,,,,,,,,,,,
263,88,L,G1,BB_016,1,,,,,,,,,,,
263,88,L,G1,BB_016,2,,,,,,,,,,,
263,88,L,G1,BB_016,3,,,,,,,,,,,
263,88,L,G1,BB_016,4,,,,,,,,,,,
263,88,L,G1,BB_016,5,,,,,,,,,,,
263,88,R,G1,BB_102,1,,,,,,,,,,,
263,88,R,G1,BB_102,2,,,,,,,,,,,
263,88,R,G1,BB_102,3,,,,,,,,,,,
263,88,R,G1,BB_102,4,,,,,,,,,,,
263,88,R,G1,BB_102,5,,,,,,,,,,,
264,88,L,G1,BB_076,1,,,,,,,,,,,
264,88,L,G1,BB_076,2,,,,,,,,,,,
264,88,L,G1,BB_076,3,,,,,,,,,,,
264,88,L,G1,BB_076,4,,,,,,,,,,,
264,88,L,G1,BB_076,5,,,,,,,,,,,
264,88,R,G1,BB_127,1,,,,,,,,,,,
264,88,R,G1,BB_127,2,,,,,,,,,,,
264,88,R,G1,BB_127,3,,,,,,,,,,,
264,88,R,G1,BB_127,4,,,,,,,,,,,
264,88,R,G1,BB_127,5,,,,,,,,,,,
265,89,L,G2,BB_059,1,,,,,,,,,,,
265,89,L,G2,BB_059,2,,,,,,,,,,,
265,89,L,G2,BB_059,3,,,,,,,,,,,
265,89,L,G2,BB_059,4,,,,,,,,,,,
265,89,L,G2,BB_059,5,,,,,,,,,,,
265,89,R,G1,BB_068,1,,,,,,,,,,,
265,89,R,G1,BB_068,2,,,,,,,,,,,
265,89,R,G1,BB_068,3,,,,,,,,,,,
265,89,R,G1,BB_068,4,,,,,,,,,,,
265,89,R,G1,BB_068,5,,,,,,,,,,,
266,89,L,G2,BB_013,1,,,,,,,,,,,
266,89,L,G2,BB_013,2,,,,,,,,,,,
266,89,L,G2,BB_013,3,,,,,,,,,,,
266,89,L,G2,BB_013,4,,,,,,,,,,,
266,89,L,G2,BB_013,5,,,,,,,,,,,
266,89,R,G2,BB_149,1,,,,,,,,,,,
266,89,R,G2,BB_149,2,,,,,,,,,,,
266,89,R,G2,BB_149,3,,,,,,,,,,,
266,89,R,G2,BB_149,4,,,,,,,,,,,
266,89,R,G2,BB_149,5,,,,,,,,,,,
267,89,L,G2,BB_215,1,,,,,,,,,,,
267,89,L,G2,BB_215,2,,,,,,,,,,,
267,89,L,G2,BB_215,3,,,,,,,,,,,
267,89,L,G2,BB_215,4,,,,,,,,,,,
267,89,L,G2,BB_215,5,,,,,,,,,,,
267,89,R,G1,BB_137,1,,,,,,,,,,,
267,89,R,G1,BB_137,2,,,,,,,,,,,
267,89,R,G1,BB_137,3,,,,,,,,,,,
267,89,R,G1,BB_137,4,,,,,,,,,,,
267,89,R,G1,BB_137,5,,,,,,,,,,,
268,90,L,G2,BB_024,1,,,,,,,,,,,
268,90,L,G2,BB_024,2,,,,,,,,,,,
268,90,L,G2,BB_024,3,,,,,,,,,,,
268,90,L,G2,BB_024,4,,,,,,,,,,,
268,90,L,G2,BB_024,5,,,,,,,,,,,
268,90,R,G1,BB_139,1,,,,,,,,,,,
268,90,R,G1,BB_139,2,,,,,,,,,,,
268,90,R,G1,BB_139,3,,,,,,,,,,,
268,90,R,G1,BB_139,4,,,,,,,,,,,
268,90,R,G1,BB_139,5,,,,,,,,,,,
269,90,L,G2,BB_133,1,,,,,,,,,,,
269,90,L,G2,BB_133,2,,,,,,,,,,,
269,90,L,G2,BB_133,3,,,,,,,,,,,
269,90,L,G2,BB_133,4,,,,,,,,,,,
269,90,L,G2,BB_133,5,,,,,,,,,,,
269,90,R,G1,BB_042,1,,,,,,,,,,,
269,90,R,G1,BB_042,2,,,,,,,,,,,
269,90,R,G1,BB_042,3,,,,,,,,,,,
269,90,R,G1,BB_042,4,,,,,,,,,,,
269,90,R,G1,BB_042,5,,,,,,,,,,,
270,90,L,G2,BB_205,1,,,,,,,,,,,
270,90,L,G2,BB_205,2,,,,,,,,,,,
270,90,L,G2,BB_205,3,,,,,,,,,,,
270,90,L,G2,BB_205,4,,,,,,,,,,,
270,90,L,G2,BB_205,5,,,,,,,,,,,
270,90,R,G1,BB_143,1,,,,,,,,,,,
270,90,R,G1,BB_143,2,,,,,,,,,,,
270,90,R,G1,BB_143,3,,,,,,,,,,,
270,90,R,G1,BB_143,4,,,,,,,,,,,
270,90,R,G1,BB_143,5,,,,,,,,,,,
271,91,L,G2,BB_013,1,,,,,,,,,,,
271,91,L,G2,BB_013,2,,,,,,,,,,,
271,91,L,G2,BB_013,3,,,,,,,,,,,
271,91,L,G2,BB_013,4,,,,,,,,,,,
271,91,L,G2,BB_013,5,,,,,,,,,,,
271,91,R,G1,BB_021,1,,,,,,,,,,,
271,91,R,G1,BB_021,2,,,,,,,,,,,
271,91,R,G1,BB_021,3,,,,,,,,,,,
271,91,R,G1,BB_021,4,,,,,,,,,,,
271,91,R,G1,BB_021,5,,,,,,,,,,,
272,91,L,G1,BB_149,1,,,,,,,,,,,
272,91,L,G1,BB_149,2,,,,,,,,,,,
272,91,L,G1,BB_149,3,,,,,,,,,,,
272,91,L,G1,BB_149,4,,,,,,,,,,,
272,91,L,G1,BB_149,5,,,,,,,,,,,
272,91,R,G1,BB_039,1,,,,,,,,,,,
272,91,R,G1,BB_039,2,,,,,,,,,,,
272,91,R,G1,BB_039,3,,,,,,,,,,,
272,91,R,G1,BB_039,4,,,,,,,,,,,
272,91,R,G1,BB_039,5,,,,,,,,,,,
273,91,L,G1,BB_209,1,,,,,,,,,,,
273,91,L,G1,BB_209,2,,,,,,,,,,,
273,91,L,G1,BB_209,3,,,,,,,,,,,
273,91,L,G1,BB_209,4,,,,,,,,,,,
273,91,L,G1,BB_209,5,,,,,,,,,,,
273,91,R,G1,BB_204,1,,,,,,,,,,,
273,91,R,G1,BB_204,2,,,,,,,,,,,
273,91,R,G1,BB_204,3,,,,,,,,,,,
273,91,R,G1,BB_204,4,,,,,,,,,,,
273,91,R,G1,BB_204,5,,,,,,,,,,,
274,92,L,G1,BB_003,1,,,,,,,,,,,
274,92,L,G1,BB_003,2,,,,,,,,,,,
274,92,L,G1,BB_003,3,,,,,,,,,,,
274,92,L,G1,BB_003,4,,,,,,,,,,,
274,92,L,G1,BB_003,5,,,,,,,,,,,
274,92,R,G2,BB_070,1,,,,,,,,,,,
274,92,R,G2,BB_070,2,,,,,,,,,,,
274,92,R,G2,BB_070,3,,,,,,,,,,,
274,92,R,G2,BB_070,4,,,,,,,,,,,
274,92,R,G2,BB_070,5,,,,,,,,,,,
275,92,L,G1,BB_134,1,,,,,,,,,,,
275,92,L,G1,BB_134,2,,,,,,,,,,,
275,92,L,G1,BB_134,3,,,,,,,,,,,
275,92,L,G1,BB_134,4,,,,,,,,,,,
275,92,L,G1,BB_134,5,,,,,,,,,,,
275,92,R,G1,BB_158,1,,,,,,,,,,,
275,92,R,G1,BB_158,2,,,,,,,,,,,
275,92,R,G1,BB_158,3,,,,,,,,,,,
275,92,R,G1,BB_158,4,,,,,,,,,,,
275,92,R,G1,BB_158,5,,,,,,,,,,,
276,92,L,G1,BB_080,1,,,,,,,,,,,
276,92,L,G1,BB_080,2,,,,,,,,,,,
276,92,L,G1,BB_080,3,,,,,,,,,,,
276,92,L,G1,BB_080,4,,,,,,,,,,,
276,92,L,G1,BB_080,5,,,,,,,,,,,
276,92,R,G1,BB_061,1,,,,,,,,,,,
276,92,R,G1,BB_061,2,,,,,,,,,,,
276,92,R,G1,BB_061,3,,,,,,,,,,,
276,92,R,G1,BB_061,4,,,,,,,,,,,
276,92,R,G1,BB_061,5,,,,,,,,,,,
277,93,L,G1,BB_216,1,,,,,,,,,,,
277,93,L,G1,BB_216,2,,,,,,,,,,,
277,93,L,G1,BB_216,3,,,,,,,,,,,
277,93,L,G1,BB_216,4,,,,,,,,,,,
277,93,L,G1,BB_216,5,,,,,,,,,,,
277,93,R,G2,BB_179,1,,,,,,,,,,,
277,93,R,G2,BB_179,2,,,,,,,,,,,
277,93,R,G2,BB_179,3,,,,,,,,,,,
277,93,R,G2,BB_179,4,,,,,,,,,,,
277,93,R,G2,BB_179,5,,,,,,,,,,,
278,93,L,G2,BB_045,1,,,,,,,,,,,
278,93,L,G2,BB_045,2,,,,,,,,,,,
278,93,L,G2,BB_045,3,,,,,,,,,,,
278,93,L,G2,BB_045,4,,,,,,,,,,,
278,93,L,G2,BB_045,5,,,,,,,,,,,
278,93,R,G1,BB_060,1,,,,,,,,,,,
278,93,R,G1,BB_060,2,,,,,,,,,,,
278,93,R,G1,BB_060,3,,,,,,,,,,,
278,93,R,G1,BB_060,4,,,,,,,,,,,
278,93,R,G1,BB_060,5,,,,,,,,,,,
279,93,L,G1,BB_110,1,,,,,,,,,,,
279,93,L,G1,BB_110,2,,,,,,,,,,,
279,93,L,G1,BB_110,3,,,,,,,,,,,
279,93,L,G1,BB_110,4,,,,,,,,,,,
279,93,L,G1,BB_110,5,,,,,,,,,,,
279,93,R,G1,BB_214,1,,,,,,,,,,,
279,93,R,G1,BB_214,2,,,,,,,,,,,
279,93,R,G1,BB_214,3,,,,,,,,,,,
279,93,R,G1,BB_214,4,,,,,,,,,,,
279,93,R,G1,BB_214,5,,,,,,,,,,,
280,94,L,G2,BB_017,1,,,,,,,,,,,
280,94,L,G2,BB_017,2,,,,,,,,,,,
280,94,L,G2,BB_017,3,,,,,,,,,,,
280,94,L,G2,BB_017,4,,,,,,,,,,,
280,94,L,G2,BB_017,5,,,,,,,,,,,
280,94,R,G2,BB_120,1,,,,,,,,,,,
280,94,R,G2,BB_120,2,,,,,,,,,,,
280,94,R,G2,BB_120,3,,,,,,,,,,,
280,94,R,G2,BB_120,4,,,,,,,,,,,
280,94,R,G2,BB_120,5,,,,,,,,,,,
281,94,L,G1,BB_018,1,,,,,,,,,,,
281,94,L,G1,BB_018,2,,,,,,,,,,,
281,94,L,G1,BB_018,3,,,,,,,,,,,
281,94,L,G1,BB_018,4,,,,,,,,,,,
281,94,L,G1,BB_018,5,,,,,,,,,,,
281,94,R,G1,BB_048,1,,,,,,,,,,,
281,94,R,G1,BB_048,2,,,,,,,,,,,
281,94,R,G1,BB_048,3,,,,,,,,,,,
281,94,R,G1,BB_048,4,,,,,,,,,,,
281,94,R,G1,BB_048,5,,,,,,,,,,,
282,94,L,G2,BB_048,1,,,,,,,,,,,
282,94,L,G2,BB_048,2,,,,,,,,,,,
282,94,L,G2,BB_048,3,,,,,,,,,,,
282,94,L,G2,BB_048,4,,,,,,,,,,,
282,94,L,G2,BB_048,5,,,,,,,,,,,
282,94,R,G2,BB_060,1,,,,,,,,,,,
282,94,R,G2,BB_060,2,,,,,,,,,,,
282,94,R,G2,BB_060,3,,,,,,,,,,,
282,94,R,G2,BB_060,4,,,,,,,,,,,
282,94,R,G2,BB_060,5,,,,,,,,,,,
283,95,L,G1,BB_050,1,,,,,,,,,,,Only 4 seeds planted
283,95,L,G1,BB_050,2,,,,,,,,,,,Only 4 seeds planted
283,95,L,G1,BB_050,3,,,,,,,,,,,Only 4 seeds planted
283,95,L,G1,BB_050,4,,,,,,,,,,,Only 4 seeds planted
283,95,L,G1,BB_050,5,,,,,,,,,,,Only 4 seeds planted
283,95,R,G1,BB_111,1,,,,,,,,,,,
283,95,R,G1,BB_111,2,,,,,,,,,,,
283,95,R,G1,BB_111,3,,,,,,,,,,,
283,95,R,G1,BB_111,4,,,,,,,,,,,
283,95,R,G1,BB_111,5,,,,,,,,,,,
284,95,L,G1,BB_053,1,,,,,,,,,,,
284,95,L,G1,BB_053,2,,,,,,,,,,,
284,95,L,G1,BB_053,3,,,,,,,,,,,
284,95,L,G1,BB_053,4,,,,,,,,,,,
284,95,L,G1,BB_053,5,,,,,,,,,,,
284,95,R,G1,BB_161,1,,,,,,,,,,,
284,95,R,G1,BB_161,2,,,,,,,,,,,
284,95,R,G1,BB_161,3,,,,,,,,,,,
284,95,R,G1,BB_161,4,,,,,,,,,,,
284,95,R,G1,BB_161,5,,,,,,,,,,,
285,95,L,G1,BB_187,1,,,,,,,,,,,
285,95,L,G1,BB_187,2,,,,,,,,,,,
285,95,L,G1,BB_187,3,,,,,,,,,,,
285,95,L,G1,BB_187,4,,,,,,,,,,,
285,95,L,G1,BB_187,5,,,,,,,,,,,
285,95,R,G1,BB_181,1,,,,,,,,,,,
285,95,R,G1,BB_181,2,,,,,,,,,,,
285,95,R,G1,BB_181,3,,,,,,,,,,,
285,95,R,G1,BB_181,4,,,,,,,,,,,
285,95,R,G1,BB_181,5,,,,,,,,,,,
286,96,L,G1,BB_190,1,,,,,,,,,,,
286,96,L,G1,BB_190,2,,,,,,,,,,,
286,96,L,G1,BB_190,3,,,,,,,,,,,
286,96,L,G1,BB_190,4,,,,,,,,,,,
286,96,L,G1,BB_190,5,,,,,,,,,,,
286,96,R,G1,BB_190,1,,,,,,,,,,,
286,96,R,G1,BB_190,2,,,,,,,,,,,
286,96,R,G1,BB_190,3,,,,,,,,,,,
286,96,R,G1,BB_190,4,,,,,,,,,,,
286,96,R,G1,BB_190,5,,,,,,,,,,,
287,96,L,G1,BB_163,1,,,,,,,,,,,
287,96,L,G1,BB_163,2,,,,,,,,,,,
287,96,L,G1,BB_163,3,,,,,,,,,,,
287,96,L,G1,BB_163,4,,,,,,,,,,,
287,96,L,G1,BB_163,5,,,,,,,,,,,
287,96,R,G1,BB_097,1,,,,,,,,,,,
287,96,R,G1,BB_097,2,,,,,,,,,,,
287,96,R,G1,BB_097,3,,,,,,,,,,,
287,96,R,G1,BB_097,4,,,,,,,,,,,
287,96,R,G1,BB_097,5,,,,,,,,,,,
288,96,L,G1,BB_145,1,,,,,,,,,,,
288,96,L,G1,BB_145,2,,,,,,,,,,,
288,96,L,G1,BB_145,3,,,,,,,,,,,
288,96,L,G1,BB_145,4,,,,,,,,,,,
288,96,L,G1,BB_145,5,,,,,,,,,,,
288,96,R,G2,BB_147,1,,,,,,,,,,,
288,96,R,G2,BB_147,2,,,,,,,,,,,
288,96,R,G2,BB_147,3,,,,,,,,,,,
288,96,R,G2,BB_147,4,,,,,,,,,,,
288,96,R,G2,BB_147,5,,,,,,,,,,,
289,97,L,G1,BB_146,1,,,,,,,,,,,
289,97,L,G1,BB_146,2,,,,,,,,,,,
289,97,L,G1,BB_146,3,,,,,,,,,,,
289,97,L,G1,BB_146,4,,,,,,,,,,,
289,97,L,G1,BB_146,5,,,,,,,,,,,
289,97,R,G1,BB_208,1,,,,,,,,,,,
289,97,R,G1,BB_208,2,,,,,,,,,,,
289,97,R,G1,BB_208,3,,,,,,,,,,,
289,97,R,G1,BB_208,4,,,,,,,,,,,
289,97,R,G1,BB_208,5,,,,,,,,,,,
290,97,L,G2,BB_179,1,,,,,,,,,,,
290,97,L,G2,BB_179,2,,,,,,,,,,,
290,97,L,G2,BB_179,3,,,,,,,,,,,
290,97,L,G2,BB_179,4,,,,,,,,,,,
290,97,L,G2,BB_179,5,,,,,,,,,,,
290,97,R,G1,BB_164,1,,,,,,,,,,,
290,97,R,G1,BB_164,2,,,,,,,,,,,
290,97,R,G1,BB_164,3,,,,,,,,,,,
290,97,R,G1,BB_164,4,,,,,,,,,,,
290,97,R,G1,BB_164,5,,,,,,,,,,,
291,97,L,G1,BB_037,1,,,,,,,,,,,
291,97,L,G1,BB_037,2,,,,,,,,,,,
291,97,L,G1,BB_037,3,,,,,,,,,,,
291,97,L,G1,BB_037,4,,,,,,,,,,,
291,97,L,G1,BB_037,5,,,,,,,,,,,
291,97,R,G2,BB_052,1,,,,,,,,,,,
291,97,R,G2,BB_052,2,,,,,,,,,,,
291,97,R,G2,BB_052,3,,,,,,,,,,,
291,97,R,G2,BB_052,4,,,,,,,,,,,
291,97,R,G2,BB_052,5,,,,,,,,,,,
292,98,L,G1,BB_105,1,,,,,,,,,,,
292,98,L,G1,BB_105,2,,,,,,,,,,,
292,98,L,G1,BB_105,3,,,,,,,,,,,
292,98,L,G1,BB_105,4,,,,,,,,,,,
292,98,L,G1,BB_105,5,,,,,,,,,,,
292,98,R,G1,BB_205,1,,,,,,,,,,,
292,98,R,G1,BB_205,2,,,,,,,,,,,
292,98,R,G1,BB_205,3,,,,,,,,,,,
292,98,R,G1,BB_205,4,,,,,,,,,,,
292,98,R,G1,BB_205,5,,,,,,,,,,,
293,98,L,G1,BB_094,1,,,,,,,,,,,
293,98,L,G1,BB_094,2,,,,,,,,,,,
293,98,L,G1,BB_094,3,,,,,,,,,,,
293,98,L,G1,BB_094,4,,,,,,,,,,,
293,98,L,G1,BB_094,5,,,,,,,,,,,
293,98,R,G1,BB_148,1,,,,,,,,,,,
293,98,R,G1,BB_148,2,,,,,,,,,,,
293,98,R,G1,BB_148,3,,,,,,,,,,,
293,98,R,G1,BB_148,4,,,,,,,,,,,
293,98,R,G1,BB_148,5,,,,,,,,,,,
294,98,L,G1,BB_069,1,,,,,,,,,,,
294,98,L,G1,BB_069,2,,,,,,,,,,,
294,98,L,G1,BB_069,3,,,,,,,,,,,
294,98,L,G1,BB_069,4,,,,,,,,,,,
294,98,L,G1,BB_069,5,,,,,,,,,,,
294,98,R,G1,BB_087,1,,,,,,,,,,,
294,98,R,G1,BB_087,2,,,,,,,,,,,
294,98,R,G1,BB_087,3,,,,,,,,,,,
294,98,R,G1,BB_087,4,,,,,,,,,,,
294,98,R,G1,BB_087,5,,,,,,,,,,,
295,99,L,G2,BB_060,1,,,,,,,,,,,
295,99,L,G2,BB_060,2,,,,,,,,,,,
295,99,L,G2,BB_060,3,,,,,,,,,,,
295,99,L,G2,BB_060,4,,,,,,,,,,,
295,99,L,G2,BB_060,5,,,,,,,,,,,
295,99,R,G2,BB_138,1,,,,,,,,,,,
295,99,R,G2,BB_138,2,,,,,,,,,,,
295,99,R,G2,BB_138,3,,,,,,,,,,,
295,99,R,G2,BB_138,4,,,,,,,,,,,
295,99,R,G2,BB_138,5,,,,,,,,,,,
296,99,L,G1,BB_056,1,,,,,,,,,,,
296,99,L,G1,BB_056,2,,,,,,,,,,,
296,99,L,G1,BB_056,3,,,,,,,,,,,
296,99,L,G1,BB_056,4,,,,,,,,,,,
296,99,L,G1,BB_056,5,,,,,,,,,,,
296,99,R,G1,BB_092,1,,,,,,,,,,,
296,99,R,G1,BB_092,2,,,,,,,,,,,
296,99,R,G1,BB_092,3,,,,,,,,,,,
296,99,R,G1,BB_092,4,,,,,,,,,,,
296,99,R,G1,BB_092,5,,,,,,,,,,,
297,99,L,G1,BB_035,1,,,,,,,,,,,
297,99,L,G1,BB_035,2,,,,,,,,,,,
297,99,L,G1,BB_035,3,,,,,,,,,,,
297,99,L,G1,BB_035,4,,,,,,,,,,,
297,99,L,G1,BB_035,5,,,,,,,,,,,
297,99,R,G1,BB_207,1,,,,,,,,,,,
297,99,R,G1,BB_207,2,,,,,,,,,,,
297,99,R,G1,BB_207,3,,,,,,,,,,,
297,99,R,G1,BB_207,4,,,,,,,,,,,
297,99,R,G1,BB_207,5,,,,,,,,,,,
298,100,L,G1,BB_081,1,,,,,,,,,,,
298,100,L,G1,BB_081,2,,,,,,,,,,,
298,100,L,G1,BB_081,3,,,,,,,,,,,
298,100,L,G1,BB_081,4,,,,,,,,,,,
298,100,L,G1,BB_081,5,,,,,,,,,,,
298,100,R,G2,BB_087,1,,,,,,,,,,,
298,100,R,G2,BB_087,2,,,,,,,,,,,
298,100,R,G2,BB_087,3,,,,,,,,,,,
298,100,R,G2,BB_087,4,,,,,,,,,,,
298,100,R,G2,BB_087,5,,,,,,,,,,,
299,100,L,G2,BB_088,1,,,,,,,,,,,
299,100,L,G2,BB_088,2,,,,,,,,,,,
299,100,L,G2,BB_088,3,,,,,,,,,,,
299,100,L,G2,BB_088,4,,,,,,,,,,,
299,100,L,G2,BB_088,5,,,,,,,,,,,
299,100,R,G1,BB_143,1,,,,,,,,,,,
299,100,R,G1,BB_143,2,,,,,,,,,,,
299,100,R,G1,BB_143,3,,,,,,,,,,,
299,100,R,G1,BB_143,4,,,,,,,,,,,
299,100,R,G1,BB_143,5,,,,,,,,,,,
300,100,L,G1,BB_049,1,,,,,,,,,,,
300,100,L,G1,BB_049,2,,,,,,,,,,,
300,100,L,G1,BB_049,3,,,,,,,,,,,
300,100,L,G1,BB_049,4,,,,,,,,,,,
300,100,L,G1,BB_049,5,,,,,,,,,,,
300,100,R,G1,BB_121,1,,,,,,,,,,,
300,100,R,G1,BB_121,2,,,,,,,,,,,
300,100,R,G1,BB_121,3,,,,,,,,,,,
300,100,R,G1,BB_121,4,,,,,,,,,,,
300,100,R,G1,BB_121,5,,,,,,,,,,,
301,101,L,G2,BB_002,1,,,,,,,,,,,
301,101,L,G2,BB_002,2,,,,,,,,,,,
301,101,L,G2,BB_002,3,,,,,,,,,,,
301,101,L,G2,BB_002,4,,,,,,,,,,,
301,101,L,G2,BB_002,5,,,,,,,,,,,
301,101,R,G1,BB_132,1,,,,,,,,,,,
301,101,R,G1,BB_132,2,,,,,,,,,,,
301,101,R,G1,BB_132,3,,,,,,,,,,,
301,101,R,G1,BB_132,4,,,,,,,,,,,
301,101,R,G1,BB_132,5,,,,,,,,,,,
302,101,L,G1,BB_085,1,,,,,,,,,,,
302,101,L,G1,BB_085,2,,,,,,,,,,,
302,101,L,G1,BB_085,3,,,,,,,,,,,
302,101,L,G1,BB_085,4,,,,,,,,,,,
302,101,L,G1,BB_085,5,,,,,,,,,,,
302,101,R,G2,BB_166,1,,,,,,,,,,,
302,101,R,G2,BB_166,2,,,,,,,,,,,
302,101,R,G2,BB_166,3,,,,,,,,,,,
302,101,R,G2,BB_166,4,,,,,,,,,,,
302,101,R,G2,BB_166,5,,,,,,,,,,,
303,101,L,G2,BB_150,1,,,,,,,,,,,
303,101,L,G2,BB_150,2,,,,,,,,,,,
303,101,L,G2,BB_150,3,,,,,,,,,,,
303,101,L,G2,BB_150,4,,,,,,,,,,,
303,101,L,G2,BB_150,5,,,,,,,,,,,
303,101,R,G1,BB_007,1,,,,,,,,,,,
303,101,R,G1,BB_007,2,,,,,,,,,,,
303,101,R,G1,BB_007,3,,,,,,,,,,,
303,101,R,G1,BB_007,4,,,,,,,,,,,
303,101,R,G1,BB_007,5,,,,,,,,,,,
304,102,L,G1,BB_215,1,,,,,,,,,,,
304,102,L,G1,BB_215,2,,,,,,,,,,,
304,102,L,G1,BB_215,3,,,,,,,,,,,
304,102,L,G1,BB_215,4,,,,,,,,,,,
304,102,L,G1,BB_215,5,,,,,,,,,,,
304,102,R,G1,BB_061,1,,,,,,,,,,,
304,102,R,G1,BB_061,2,,,,,,,,,,,
304,102,R,G1,BB_061,3,,,,,,,,,,,
304,102,R,G1,BB_061,4,,,,,,,,,,,
304,102,R,G1,BB_061,5,,,,,,,,,,,
305,102,L,G2,BB_098,1,,,,,,,,,,,
305,102,L,G2,BB_098,2,,,,,,,,,,,
305,102,L,G2,BB_098,3,,,,,,,,,,,
305,102,L,G2,BB_098,4,,,,,,,,,,,
305,102,L,G2,BB_098,5,,,,,,,,,,,
305,102,R,G1,BB_083,1,,,,,,,,,,,
305,102,R,G1,BB_083,2,,,,,,,,,,,
305,102,R,G1,BB_083,3,,,,,,,,,,,
305,102,R,G1,BB_083,4,,,,,,,,,,,
305,102,R,G1,BB_083,5,,,,,,,,,,,
306,102,L,G1,BB_187,1,,,,,,,,,,,
306,102,L,G1,BB_187,2,,,,,,,,,,,
306,102,L,G1,BB_187,3,,,,,,,,,,,
306,102,L,G1,BB_187,4,,,,,,,,,,,
306,102,L,G1,BB_187,5,,,,,,,,,,,
306,102,R,G2,BB_114,1,,,,,,,,,,,
306,102,R,G2,BB_114,2,,,,,,,,,,,
306,102,R,G2,BB_114,3,,,,,,,,,,,
306,102,R,G2,BB_114,4,,,,,,,,,,,
306,102,R,G2,BB_114,5,,,,,,,,,,,
307,103,L,G1,BB_113,1,,,,,,,,,,,
307,103,L,G1,BB_113,2,,,,,,,,,,,
307,103,L,G1,BB_113,3,,,,,,,,,,,
307,103,L,G1,BB_113,4,,,,,,,,,,,
307,103,L,G1,BB_113,5,,,,,,,,,,,
307,103,R,G1,BB_069,1,,,,,,,,,,,
307,103,R,G1,BB_069,2,,,,,,,,,,,
307,103,R,G1,BB_069,3,,,,,,,,,,,
307,103,R,G1,BB_069,4,,,,,,,,,,,
307,103,R,G1,BB_069,5,,,,,,,,,,,
308,103,L,G1,BB_186,1,,,,,,,,,,,
308,103,L,G1,BB_186,2,,,,,,,,,,,
308,103,L,G1,BB_186,3,,,,,,,,,,,
308,103,L,G1,BB_186,4,,,,,,,,,,,
