Transect,Sequence,Recipient,Plant_ID,URL of JPEG of Flower,Date_Flower_Photo_Taken_yr-mo-day,Corolla Diameter,Units,Corolla Area,Units,measurement notes,URL of JPEG of Rosette,Date_Rosette_Photo_Taken_yr-mo-day,(paste here),,,,,,Rosette Diameter (mm),Rosette Radius (center to tip of farthest extruding leaf),Units,Notes,,Area of smallest polygon that encloses leaf tips and rosette (mm^2)
9,1470,AC_99,10,,,,,,,,,,,,,,,,,,,,,
9,1471,AC_147,1,,,,,,,,,,,,,,,,,,,,,
9,1471,AC_147,2,,,,,,,,,,,,,,,,,,,,,
9,1472,AC_147,3,,,,,,,,,,,,,,,,,,,,,
9,1472,AC_147,4,https://drive.google.com/file/d/1hFl3R1TnXS_k4ID8fUjCj0kpOSZHp4kd/view?usp=sharing,2022-05-03,22.02,mm,323.029,,,https://drive.google.com/file/d/1hH_-vh26U1rfEs7MLVYBiS5yLNJufmas/view?usp=sharing,2022-05-03,,,,,,,55.902,38.362,mm,,,
9,1473,AC_147,5,,,,,,,,,,,,,,,,,,,,,
9,1473,AC_147,6,,,,,,,,,,,,,,,,,,,,,
9,1474,AC_147,7,,,,,,,,,,,,,,,,,,,,,
9,1474,AC_147,8,,,,,,,,,,,,,,,,,,,,,
9,1475,AC_147,9,,,,,,,,,,,,,,,,,,,,,
9,1475,AC_147,10,,,,,,,,,,,,,,,,,,,,,
9,1476,AC_151,1,https://drive.google.com/file/d/1hAqcMaLOPu5X07Tfqh3EdI3HmaU4VE_2/view?usp=sharing,2022-05-03,21.44,mm,275.227,,,https://drive.google.com/file/d/1hEfYZ9jnIYjzOuNqQarpPbc1aPJZ4HeM/view?usp=sharing,2022-05-03,,,,,,,19.695,10.711,mm,,,
9,1476,AC_151,2,,,,,,,,,,,,,,,,,,,,,
9,1477,AC_151,3,,,,,,,,,,,,,,,,,,,,,
9,1477,AC_151,4,,,,,,,,,,,,,,,,,,,,,
9,1478,AC_151,5,,,,,,,,,,,,,,,,,,,,,
9,1478,AC_151,6,,,,,,,,,,,,,,,,,,,,,
9,1479,AC_151,7,,,,,,,,,,,,,,,,,,,,,
9,1479,AC_151,8,,,,,,,,,,,,,,,,,,,,,
9,1480,AC_151,9,,,,,,,,,,,,,,,,,,,,,
9,1480,AC_151,10,,,,,,,,,,,,,,,,,,,,,
9,1481,AC_109,1,https://drive.google.com/file/d/1h7k-s7nDU-aNMWe8ZdlLFQ36Ei3vdFX-/view?usp=sharing,2022-05-03,23.23,mm,320.271,,,https://drive.google.com/file/d/1sIMSuiLSGn7SV8oZqfrtEseZCRelp8n-/view?usp=sharing,2022-04-22,,,,,,,39.995,23.449,mm,,,
9,1481,AC_109,2,,,,,,,,,,,,,,,,,,,,,
9,1482,AC_109,3,,,,,,,,,,,,,,,,,,,,,
9,1482,AC_109,4,,,,,,,,,,,,,,,,,,,,,
9,1483,AC_109,5,https://drive.google.com/file/d/1BKHZYt3WeKFkXZUq1LK-KNOsADc3e-SD/view?usp=sharing,2022-04-09,21.49,mm,257.223,,,https://drive.google.com/file/d/1iDG5q1TrmnJXW2ugupmwgtgqx9feViox/view?usp=sharing,2022-04-09,,,,,,,46.339,25.329,mm,,,
9,1483,AC_109,6,,,,,,,,,,,,,,,,,,,,,
9,1484,AC_109,7,,,,,,,,,,,,,,,,,,,,,
9,1484,AC_109,8,https://drive.google.com/file/d/1sqqv4QP2pa3Y1Pda_FV17wOo-OsLgKYC/view?usp=sharing,2022-04-22,23.48,mm,341.65,,,https://drive.google.com/file/d/1stSFV5aQwbt0RRF8ATyP2cG3cbmjT6rM/view?usp=sharing,2022-04-22,,,,,,,51.912,28.781,mm,,,
9,1485,AC_109,9,https://drive.google.com/file/d/1h7k-s7nDU-aNMWe8ZdlLFQ36Ei3vdFX-/view?usp=sharing,2022-05-03,24.01,mm,338.121,,,,,,,,,,,,,,,,
9,1485,AC_109,10,,,,,,,,,,,,,,,,,,,,,
9,1486,AC_119,1,,,,,,,,,,,,,,,,,,,,,
9,1486,AC_119,2,,,,,,,,,,,,,,,,,,,,,
9,1487,AC_119,3,https://drive.google.com/file/d/1spOdFCYFcUuVeXqwnY-kre-N_3c08YUg/view?usp=sharing,2022-04-22,24.5,mm,358.89,,,https://drive.google.com/file/d/1sgewYgL9JbBBUY5BgvQBXbyjRHzlShGE/view?usp=sharing,2022-04-22,,,,,,,50.333,28.524,mm,,,
9,1487,AC_119,4,,,,,,,,,,,,,,,,,,,,,
9,1488,AC_119,5,,,,,,,,,,,,,,,,,,,,,
9,1488,AC_119,6,https://drive.google.com/file/d/1h7S24TFMTzoLhLLctrUxQJgPm9zgR8ic/view?usp=sharing,2022-05-03,20.35,mm,254.505,,,https://drive.google.com/file/d/1svB0RPar5IbP4TD0ivm02OFiDcIeLy97/view?usp=sharing,2022-04-22,,,,,,,49.792,26.553,mm,,,
9,1489,AC_119,7,,,,,,,,,,,,,,,,,,,,,
9,1489,AC_119,8,,,,,,,,,,,,,,,,,,,,,
9,1490,AC_119,9,,,,,,,,,,,,,,,,,,,,,
9,1490,AC_119,10,,,,,,,,,,,,,,,,,,,,,
9,1491,AC_75,1,,,,,,,,,,,,,,,,,,,,,
9,1491,AC_75,2,,,,,,,,,,,,,,,,,,,,,
9,1492,AC_75,3,,,,,,,,https://drive.google.com/file/d/1t7Bnb9qMRWIxA0tbW0xVUcnVWRa7tmA1/view?usp=sharing,2022-04-22,,,,,,,,,,,,
9,1492,AC_75,4,,,,,,,,,,,,,,,,,,,,,
9,1493,AC_75,5,,,,,,,,,,,,,,,,,,,,,
9,1493,AC_75,6,https://drive.google.com/file/d/1tHBYofh_F7gumsdBhASZ3d8UPRsFV-Pq/view?usp=sharing,2022-04-22,18.56,mm,229.617,,,https://drive.google.com/file/d/1tTTyO4Y9Xd40wOy1iRXjTU7-hVjkiWlL/view?usp=sharing,2022-04-22,,,,,,,36.338,18.908,mm,,,
9,1494,AC_75,7,,,,,,,,,,,,,,,,,,,,,
9,1494,AC_75,8,,,,,,,,,,,,,,,,,,,,,
9,1495,AC_75,9,,,,,,,,,,,,,,,,,,,,,
9,1495,AC_75,10,,,,,,,,,,,,,,,,,,,,,
9,1496,AC_64,1,,,,,,,,,,,,,,,,,,,,,
9,1496,AC_64,2,https://drive.google.com/file/d/1go76aqJN0sQ0TuyiPS6Cz-kqOfbjeX4e/view?usp=sharing,2022-05-03,21.1,mm,289.089,,,https://drive.google.com/file/d/1gpwRZT7asm9dxis49TDW0ngChGv2M3u1/view?usp=sharing,2022-05-03,,,,,,,32.657,18.597,mm,,,
9,1497,AC_64,3,https://drive.google.com/file/d/1taIcmZ6ZKxlAx-RsWUDec1r69BDelgKJ/view?usp=sharing,2022-04-22,24.48,mm,253.165,,REMOVE - missing petals,https://drive.google.com/file/d/1tg-gIModii26qox1LaqnP4dfsAY4kUrz/view?usp=sharing,2022-04-22,,,,,,,35.56,21.254,mm,,,
9,1497,AC_64,4,,,,,,,,,,,,,,,,,,,,,
9,1498,AC_64,5,,,,,,,,,,,,,,,,,,,,,
9,1498,AC_64,6,,,,,,,,,,,,,,,,,,,,,
9,1499,AC_64,7,,,,,,,,,,,,,,,,,,,,,
9,1499,AC_64,8,,,,,,,,,,,,,,,,,,,,,
9,1500,AC_64,9,,,,,,,,,,,,,,,,,,,,,
9,1500,AC_64,10,,,,,,,,,,,,,,,,,,,,,
9,1501,AC_11,1,,,,,,,,,,,,,,,,,,,,,
9,1501,AC_11,2,https://drive.google.com/file/d/1gjJ9knOX63IfQlAR6W84g2gsDC7uA2AG/view?usp=sharing,2022-05-03,17.98,mm,200.957,,,https://drive.google.com/file/d/1glpUdRkyH4KpSY4vt-q2axGyvqflVAVH/view?usp=sharing,2022-05-03,,,,,,,40.357,22.551,mm,,,
9,1502,AC_11,3,,,,,,,,,,,,,,,,,,,,,
9,1502,AC_11,4,,,,,,,,,,,,,,,,,,,,,
9,1503,AC_11,5,,,,,,,,,,,,,,,,,,,,,
9,1503,AC_11,6,https://drive.google.com/file/d/1tjHuT53JOW0vDC9JYfcHhhrNChcTRUBY/view?usp=sharing,2022-04-22,19.49,mm,141.894,,REMOVE - missing petals,https://drive.google.com/file/d/1tZcCB1nYq4P6KMO7AWHZuV8MLK7H-Gfy/view?usp=sharing,2022-04-22,,,,,,,39.117,20.417,mm,,,
9,1504,AC_11,7,https://drive.google.com/file/d/1trsRF9BNinkuA9RTSkIGILG-77Vh8kh6/view?usp=sharing,2022-04-22,23.03,mm,314.588,,,https://drive.google.com/file/d/1trVgAb01imSKeP01coqhVuWG3CDEzgK4/view?usp=sharing,2022-04-22,,,,,,,51.994,28.4,mm,,,
9,1504,AC_11,8,,,,,,,,,,,,,,,,,,,,,
9,1505,AC_11,9,https://drive.google.com/file/d/1bdXLTN9tRcSdCbyDMD4kmfMz3SpchkeA/view?usp=sharing,2022-04-09,20.11,mm,237.592,,,https://drive.google.com/file/d/1t4gO6DNLC-YJZ54c2lGidVDfTqIMycPs/view?usp=sharing,2022-04-09,,,,,,,87.521,47.844,mm,,,
9,1505,AC_11,10,,,,,,,,,,,,,,,,,,,,,
9,1506,AC_152,1,https://drive.google.com/file/d/1u1TQmKbsGi_xJHFsIP05YerwWw4_q91U/view?usp=sharing,2022-04-22,22.78,mm,303.126,,,https://drive.google.com/file/d/1tra9yCdgfJFP0FGJ8XfOTVGtTxDSejTJ/view?usp=sharing,2022-04-22,,,,,,,26.419,15.594,mm,,,
9,1506,AC_152,2,,,,,,,,,,,,,,,,,,,,,
9,1507,AC_152,3,,,,,,,,,,,,,,,,,,,,,
9,1507,AC_152,4,,,,,,,,,,,,,,,,,,,,,
9,1508,AC_152,5,,,,,,,,,,,,,,,,,,,,,
9,1508,AC_152,6,https://drive.google.com/file/d/1ghAD3RkDJ4zsAJqf5P37aVC0LVrmtVUC/view?usp=sharing,2022-05-03,13.39,mm,102.053,,,https://drive.google.com/file/d/1giQdON0JoAOirYzXGWAWtys3EbXbX3Hn/view?usp=sharing,2022-05-03,,,,,,,18.807,16.108,mm,,,
9,1509,AC_152,7,,,,,,,,,,,,,,,,,,,,,
9,1509,AC_152,8,,,,,,,,,,,,,,,,,,,,,
9,1510,AC_152,9,,,,,,,,,,,,,,,,,,,,,
9,1510,AC_152,10,,,,,,,,,,,,,,,,,,,,,
9,1511,AC_187,1,,,,,,,,,,,,,,,,,,,,,
9,1511,AC_187,2,https://drive.google.com/file/d/1-YLXOb-wvA7HWg8WMjgre9N2f13x5hrn/view?usp=sharing,2022-04-09,,mm,,,rosette photo,https://drive.google.com/file/d/1-YLXOb-wvA7HWg8WMjgre9N2f13x5hrn/view?usp=sharing,2022-04-09,,,,,,,33.196,16.365,mm,,,
9,1512,AC_187,3,,,,,,,,https://drive.google.com/file/d/1gfLxzXWmv8PFoh5ELIKFD-SX6fJqPKR9/view?usp=sharing,2022-05-03,,,,,,,,,,,,
9,1512,AC_187,4,,,,,,,,,,,,,,,,,,,,,
9,1513,AC_187,5,,,,,,,,,,,,,,,,,,,,,
9,1513,AC_187,6,https://drive.google.com/file/d/1ZuvsQ9kQUekLQXrfWO24BbX6tQ_8F3D4/view?usp=sharing,2022-04-09,19.94,mm,239.748,mm,,https://drive.google.com/file/d/187S6B2cTDY0PN-MY9aF6dm9crK1idzOh/view?usp=sharing,2022-04-09,,,,,,,54.92,29.848,mm,,,
9,1514,AC_187,7,,,,,,,,,,,,,,,,,,,,,
9,1514,AC_187,8,,,,,,,,,,,,,,,,,,,,,
9,1515,AC_187,9,,,,,,,,,,,,,,,,,,,,,
9,1515,AC_187,10,,,,,,,,,,,,,,,,,,,,,
9,1516,AC_204,1,,,,,,,,,,,,,,,,,,,,,
9,1516,AC_204,2,,,,,,,,,,,,,,,,,,,,,
9,1517,AC_204,3,https://drive.google.com/file/d/1u1nbjFRfxyfMSzonPwSvOvQntqDEWxIQ/view?usp=sharing,2022-04-22,24.911,mm,409.235,mm,,https://drive.google.com/file/d/1vdxHuqfmfR1ZfHc4GvqoMD6yADcdLMIr/view?usp=sharing,2022-04-09,,,,,,,46.527,21.855,mm,,,
9,1517,AC_204,4,,,,,,,,,,,,,,,,,,,,,
9,1518,AC_204,5,,,,,,,,,,,,,,,,,,,,,
9,1518,AC_204,6,https://drive.google.com/file/d/1u2G1YyXm6KmcIh-kLNwcExzzUKBmXXMI/view?usp=sharing,2022-04-22,24.659,mm,368.884,mm,,https://drive.google.com/file/d/1u2aMYI5NX9UGsrhHvKbjKO-z-tdOADMp/view?usp=sharing,2022-04-22,,,,,,,64.126,44.455,mm,,,
9,1519,AC_204,7,https://drive.google.com/file/d/1MjfiZmwNc2tImboeMA42cSaz0xtsFpH9/view?usp=sharing,2022-04-09,22.456,mm,314.345,mm,,https://drive.google.com/file/d/1WaIPKhvBRtPdA4ujgOk8SYLZwAfQt8YB/view?usp=sharing,2022-04-09,,,,,,,40.516,20.395,mm,,,
9,1519,AC_204,8,,,,,,,,,,,,,,,,,,,,,
9,1520,AC_204,9,,,,,,,,,,,,,,,,,,,,,
9,1520,AC_204,10,https://drive.google.com/file/d/1JbuHQNPF13DOIMHgNjIUNWIA9uR96_Tm/view?usp=sharing,2022-04-09,23.883,mm,357.23,mm,,https://drive.google.com/file/d/1oWsHhSr460PPRfu1BQJFF0-sJQOdLF5E/view?usp=sharing,2022-04-09,,,,,,,22.202,14.118,mm,,,
9,1521,AC_96,1,,,,,,,,,,,,,,,,,,,,,
9,1521,AC_96,2,,,,,,,,,,,,,,,,,,,,,
9,1522,AC_96,3,,,,,,,,,,,,,,,,,,,,,
9,1522,AC_96,4,,,,,,,,,,,,,,,,,,,,,
9,1523,AC_96,5,,,,,,,,,,,,,,,,,,,,,
9,1523,AC_96,6,https://drive.google.com/file/d/1u8bEH8yZKJFAFdiZ_KdQ4Gwp3bzokzPZ/view?usp=sharing,2022-04-22,18.388,mm,217.621,mm,,https://drive.google.com/file/d/1uC1msm_4fZ2I2H4DjDz41Ywe2d93X3Ww/view?usp=sharing,2022-04-22,,,,,,,14.989,9.896,mm,,,
9,1524,AC_96,7,,,,,,,,,,,,,,,,,,,,,
9,1524,AC_96,8,,,,,,,,,,,,,,,,,,,,,
9,1525,AC_96,9,,,,,,,,,,,,,,,,,,,,,
9,1525,AC_96,10,https://drive.google.com/file/d/1uMke0J_PfGeNyqYmqQ5K8BBWQHZHa_xV/view?usp=sharing,2022-04-22,23.145,mm,309.957,mm,,https://drive.google.com/file/d/1u3mzgGlwft8kgF6hzhoU4zEPyzSEZL8m/view?usp=sharing,2022-04-22,,,,,,,45.502,23.749,mm,,,
9,1526,AC_168,1,,,,,,,,,,,,,,,,,,,,,
9,1526,AC_168,2,,,,,,,,,,,,,,,,,,,,,
9,1527,AC_168,3,,,,,,,,,,,,,,,,,,,,,
9,1527,AC_168,4,,,,,,,,,,,,,,,,,,,,,
9,1528,AC_168,5,,,,,,,,,,,,,,,,,,,,,
9,1528,AC_168,6,,,,,,,,,,,,,,,,,,,,,
9,1529,AC_168,7,,,,,,,,,,,,,,,,,,,,,
9,1529,AC_168,8,,,,,,,,,,,,,,,,,,,,,
9,1530,AC_168,9,,,,,,,,https://drive.google.com/file/d/1uM6O8g9qwJneCUwcfeuRUTJtcj9F_7Dt/view?usp=sharing,2022-04-22,,,,,,,,,,,,
9,1530,AC_168,10,,,,,,,,,,,,,,,,,,,,,
9,1531,AC_57,1,,,,,,,,,,,,,,,,,,,,,
9,1531,AC_57,2,,,,,,,,,,,,,,,,,,,,,
9,1532,AC_57,3,,,,,,,,,,,,,,,,,,,,,
9,1532,AC_57,4,,,,,,,,,,,,,,,,,,,,,
9,1533,AC_57,5,,,,,,,,https://drive.google.com/file/d/1uCXOvd9CKb16N6fD-RxP_ZZeaHOrupBg/view?usp=sharing,2022-04-22,,,,,,,,,,,,
9,1533,AC_57,6,,,,,,,,,,,,,,,,,,,,,
9,1534,AC_57,7,,,,,,,,,,,,,,,,,,,,,
9,1534,AC_57,8,,,,,,,,,,,,,,,,,,,,,
9,1535,AC_57,9,,,,,,,,,,,,,,,,,,,,,
9,1535,AC_57,10,,,,,,,,,,,,,,,,,,,,,
9,1536,AC_95,1,,,,,,,,,,,,,,,,,,,,,
9,1536,AC_95,2,,,,,,,,,,,,,,,,,,,,,
9,1537,AC_95,3,,,,,,,,,,,,,,,,,,,,,
9,1537,AC_95,4,,,,,,,,,,,,,,,,,,,,,
9,1538,AC_95,5,,,,,,,,,,,,,,,,,,,,,
9,1538,AC_95,6,,,,,,,,,,,,,,,,,,,,,
9,1539,AC_95,7,,,,,,,,,,,,,,,,,,,,,
9,1539,AC_95,8,,,,,,,,,,,,,,,,,,,,,
9,1540,AC_95,9,,,,,,,,,,,,,,,,,,,,,
9,1540,AC_95,10,,,,,,,,,,,,,,,,,,,,,
9,1541,AC_83,1,,,,,,,,,,,,,,,,,,,,,
9,1541,AC_83,2,,,,,,,,,,,,,,,,,,,,,
9,1542,AC_83,3,,,,,,,,,,,,,,,,,,,,,
9,1542,AC_83,4,,,,,,,,,,,,,,,,,,,,,
9,1543,AC_83,5,,,,,,,,,,,,,,,,,,,,,
9,1543,AC_83,6,,,,,,,,,,,,,,,,,,,,,
9,1544,AC_83,7,,,,,,,,,,,,,,,,,,,,,
9,1544,AC_83,8,,,,,,,,,,,,,,,,,,,,,
9,1545,AC_83,9,,,,,,,,,,,,,,,,,,,,,
9,1545,AC_83,10,,,,,,,,,,,,,,,,,,,,,
9,1546,AC_34,1,,,,,,,,,,,,,,,,,,,,,
9,1546,AC_34,2,,,,,,,,,,,,,,,,,,,,,
9,1547,AC_34,3,https://drive.google.com/file/d/1uX7uO9U0MLPH2aZR5U1ouVITeq8Rs4rL/view?usp=sharing,2022-04-09,20.39,mm,250.949,mm,,https://drive.google.com/file/d/19593WG6kS3AiEm5RhNh2UhTinRv42y33/view?usp=sharing,2022-04-09,,,,,,,66.93,34.629,mm,,,
9,1547,AC_34,4,,,,,,,,,,,,,,,,,,,,,
9,1548,AC_34,5,,,,,,,,,,,,,,,,,,,,,
9,1548,AC_34,6,,,,,,,,,,,,,,,,,,,,,
9,1549,AC_34,7,https://drive.google.com/file/d/1rJmMGeD6rEYRisntbveqjHAqDLUij52c/view?usp=sharing,2022-04-09,19.996,mm,227.727,mm,,https://drive.google.com/file/d/1Nvg7-QwwlLsGBsw2UWkb6sK3LVSjenay/view?usp=sharing,2022-04-09,,,,,,,50.411,28.723,mm,,,
9,1549,AC_34,8,,,,,,,,,,,,,,,,,,,,,
9,1550,AC_34,9,https://drive.google.com/file/d/1khB2YBqPg3LEcCk2s2IuXpuUl9DHKZVW/view?usp=sharing`,2022-04-09,16.347,mm,153.487,mm,,https://drive.google.com/file/d/1dMkAR4FRhQhW08WyEdchF19NTOsFR0H9/view?usp=sharing,2022-04-09,,,,,,,27.833,17.172,mm,,,
9,1550,AC_34,10,,,,,,,,,,,,,,,,,,,,,
9,1551,AC_218,1,,,,,,,,,,,,,,,,,,,,,
9,1551,AC_218,2,https://drive.google.com/file/d/1mem0YQi1Z3uCpVXArf7TGQUSmaMIRczr/view?usp=sharing,2022-04-09,18.108,mm,173.917,mm,,https://drive.google.com/file/d/1t1IFCujpIqo4sR1340019K_6q_gT63-2/view?usp=sharing,2022-04-09,,,,,,,36.866,19.738,mm,,,
9,1552,AC_218,3,,,,,,,,,,,,,,,,,,,,,
9,1552,AC_218,4,,,,,,,,,,,,,,,,,,,,,
9,1553,AC_218,5,,,,,,,,,,,,,,,,,,,,,
9,1553,AC_218,6,,,,,,,,,,,,,,,,,,,,,
9,1554,AC_218,7,,,,,,,,,,,,,,,,,,,,,
9,1554,AC_218,8,https://drive.google.com/file/d/1TJE8KKB5dkl73BjO9EeFhZdycjn1h_E2/view?usp=sharing,2022-04-09,17.085,mm,172.165,mm,,https://drive.google.com/file/d/1-v0akgSqxUti3i5o9KXwRTErJ49WCpro/view?usp=sharing,2022-04-09,,,,,,,21.745,14.511,mm,,,
9,1555,AC_218,9,,,,,,,,,,,,,,,,,,,,,
9,1555,AC_218,10,https://drive.google.com/file/d/1aDtvM3H6IrGW0msEloYie2FMMFU-bAJC/view?usp=sharing,2022-04-09,18.354,mm,206.933,mm,,https://drive.google.com/file/d/1pocd1R9rZ_AH3aZSSdlmV1nAvUNrvW52/view?usp=sharing,2022-04-09,,,,,,,55.832,32.792,mm,,,
9,1556,AC_155,1,,,,,,,,,,,,,,,,,,,,,
9,1556,AC_155,2,,,,,,,,,,,,,,,,,,,,,
9,1557,AC_155,3,,,,,,,,,,,,,,,,,,,,,
9,1557,AC_155,4,,,,,,,,,,,,,,,,,,,,,
9,1558,AC_155,5,,,,,,,,,,,,,,,,,,,,,
9,1558,AC_155,6,,,,,,,,,,,,,,,,,,,,,
9,1559,AC_155,7,,,,,,,,,,,,,,,,,,,,,
9,1559,AC_155,8,,,,,,,,,,,,,,,,,,,,,
9,1560,AC_155,9,,,,,,,,,,,,,,,,,,,,,
9,1560,AC_155,10,,,,,,,,,,,,,,,,,,,,,
9,1561,AC_115,1,https://drive.google.com/file/d/1uwlkDAd7Ea1ZsiQZvznW5FJekIEUUeyO/view?usp=sharing,2022-04-09,22.333,mm,304.645,mm,,,,,,,,,,,,,,,
9,1561,AC_115,2,,,,,,,,https://drive.google.com/file/d/1v4xdwaY25qZVdSfqfKggFi_MnIPLFYAY/view?usp=sharing,2022-04-09,,,,,,,,,,,,
9,1562,AC_115,3,,,,,,,,,,,,,,,,,,,,,
9,1562,AC_115,4,,,,,,,,,,,,,,,,,,,,,
9,1563,AC_115,5,,,,,,,,,,,,,,,,,,,,,
9,1563,AC_115,6,,,,,,,,,,,,,,,,,,,,,
9,1564,AC_115,7,,,,,,,,,,,,,,,,,,,,,
9,1564,AC_115,8,,,,,,,,,,,,,,,,,,,,,
9,1565,AC_115,9,,,,,,,,,,,,,,,,,,,,,
9,1565,AC_115,10,,,,,,,,,,,,,,,,,,,,,
9,1566,AC_123,1,,,,,,,,,,,,,,,,,,,,,
9,1566,AC_123,2,https://drive.google.com/file/d/1Z-VN5V276yRpD-jIh22PsCa23kkj7Nia/view?usp=sharing,2022-04-09,23.652,mm,319.37,mm,,https://drive.google.com/file/d/1PvlGgekMLMIxxGqT4oGwPClTBnNWyrSS/view?usp=sharing,2022-04-09,,,,,,,53.017,31.211,mm,,,
9,1567,AC_123,3,,,,,,,,,,,,,,,,,,,,,
9,1567,AC_123,4,,,,,,,,,,,,,,,,,,,,,
9,1568,AC_123,5,,,,,,,,,,,,,,,,,,,,,
9,1568,AC_123,6,,,,,,,,,,,,,,,,,,,,,
9,1569,AC_123,7,,,,,,,,,,,,,,,,,,,,,
9,1569,AC_123,8,,,,,,,,,,,,,,,,,,,,,
9,1570,AC_123,9,,,,,,,,https://drive.google.com/file/d/1B6ul10eJGM_c8fBUhuc_LDWY32suwaR3/view?usp=sharing,2022-04-09,,,,,,,,,,,,
9,1570,AC_123,10,https://drive.google.com/file/d/1CzYxCRX8LMKMVbobHBD2hn8PlIJs_nhh/view?usp=sharing,2022-04-09,18.219,mm,221.168,0,,,,,,,,,,,,,,,
9,1571,AC_89,1,,,,,,,,,,,,,,,,,,,,,
9,1571,AC_89,2,https://drive.google.com/file/d/1uSFRveYOZ01JBmUSM51zpYMRcughf8p9/view?usp=sharing,2022-04-22,23.072,mm,286.011,0,,https://drive.google.com/file/d/19wrVhKeh9uESGsVqbOG5TkH4Cndzca_r/view?usp=sharing;https://drive.google.com/file/d/1uSaBWIvvz4ThCGmPipa8Ve9lLZFfDQ-2/view?usp=sharing,2022-04-09;2022-04-22,,,,,,,35.926; 57.321,18.52; 29.798,mm,,,
9,1572,AC_89,3,,,,,,,,,,,,,,,,,,,,,
9,1572,AC_89,4,,,,,,,,,,,,,,,,,,,,,
9,1573,AC_89,5,,,,,,,,https://drive.google.com/file/d/1V1sruEStBFuRcN6zT2EK2yDw8dnCHZkP/view?usp=sharing,2022-04-09,,,,,,,,,,,,
9,1573,AC_89,6,,,,,,,,,,,,,,,,,,,,,
9,1574,AC_89,7,,,,,,,,,,,,,,,,,,,,,
9,1574,AC_89,8,,,,,,,,,,,,,,,,,,,,,
9,1575,AC_89,9,,,,,,,,,,,,,,,,,,,,,
9,1575,AC_89,10,,,,,,,,,,,,,,,,,,,,,
9,1576,AC_55,1,,,,,,,,,,,,,,,,,,,,,
9,1576,AC_55,2,,,,,,,,,,,,,,,,,,,,,
9,1577,AC_55,3,,,,,,,,,,,,,,,,,,,,,
9,1577,AC_55,4,,,,,,,,,,,,,,,,,,,,,
9,1578,AC_55,5,,,,,,,,,,,,,,,,,,,,,
9,1578,AC_55,6,https://drive.google.com/file/d/1uYisu8l7UH-6m1AObVLyONptuNwIwXSi/view?usp=sharing,2022-04-22,20.002,mm,194.019,0,,https://drive.google.com/file/d/1ucfEa2ao87HZsTu_GS2sBOIO2Hnhvedc/view?usp=sharing,2022-04-22,,,,,,,27.095,15.755,mm,,,
9,1579,AC_55,7,,,,,,,,,,,,,,,,,,,,,
9,1579,AC_55,8,,,,,,,,,,,,,,,,,,,,,
9,1580,AC_55,9,,,,,,,,,,,,,,,,,,,,,
9,1580,AC_55,10,,,,,,,,,,,,,,,,,,,,,
9,1581,AC_110,1,,,,,,,,,,,,,,,,,,,,,
9,1581,AC_110,2,,,,,,,,,,,,,,,,,,,,,
9,1582,AC_110,3,,,,,,,,,,,,,,,,,,,,,
9,1582,AC_110,4,,,,,,,,,,,,,,,,,,,,,
9,1583,AC_110,5,,,,,,,,,,,,,,,,,,,,,
9,1583,AC_110,6,,,,,,,,,,,,,,,,,,,,,
9,1584,AC_110,7,,,,,,,,,,,,,,,,,,,,,
9,1584,AC_110,8,,,,,,,,,,,,,,,,,,,,,
9,1585,AC_110,9,,,,,,,,,,,,,,,,,,,,,
9,1585,AC_110,10,https://drive.google.com/file/d/1uiiKmLLyxpi4i5Y7C2_H7kHytcBtboFD/view?usp=sharing,2022-04-22,23.537,mm,318.393,0,,,,,,,,,,,,,,,
9,1586,AC_216,1,,,,,,,,,,,,,,,,,,,,,
9,1586,AC_216,2,,,,,,,,,,,,,,,,,,,,,
9,1587,AC_216,3,https://drive.google.com/file/d/1PG5Lr1h8LGQtlg7VeoDayogG98pLcDWt/view?usp=sharing,2022-04-09,19.551,mm,232.385,0,,https://drive.google.com/file/d/1QuTDZoIubCCTs2TAXu10U7WoC0lOV0uT/view?usp=sharing,2022-04-09,,,,,,,32.214,17.786,mm,,,
9,1587,AC_216,4,,,,,,,,,,,,,,,,,,,,,
9,1588,AC_216,5,https://drive.google.com/file/d/1kwfMNe-N-hCC4ro76xzutwP5CN3vA0vu/view?usp=sharing,2022-04-09,19.298,mm,225.547,0,,https://drive.google.com/file/d/1nH22QlwG8--5uak5JPytE0xPddMvtVdl/view?usp=sharing,2022-04-09,,,,,,,60.925,32.307,mm,,,
9,1588,AC_216,6,,,,,,,,,,,,,,,,,,,,,
9,1589,AC_216,7,,,,,,,,,,,,,,,,,,,,,
9,1589,AC_216,8,,,,,,,,https://drive.google.com/file/d/1z_bXIqoSdjw8gDHHlB8uGaWj6zN4WbAO/view?usp=sharing,2022-04-09,,,,,,,,,,,,
9,1590,AC_216,9,,,,,,,,,,,,,,,,,,,,,
9,1590,AC_216,10,,,,,,,,,,,,,,,,,,,,,
9,1591,AC_197,1,,,,,,,,,,,,,,,,,,,,,
9,1591,AC_197,2,,,,,,,,,,,,,,,,,,,,,
9,1592,AC_197,3,,,,,,,,,,,,,,,,,,,,,
9,1592,AC_197,4,,,,,,,,,,,,,,,,,,,,,
